"count","key1","key2"
"26","Dach, Simon (#11852321X)","Mediis tranquillus in undis, Oder Christliche Leich-Reime/ Bey frühzeitigem und hochkläglichem/ wiewol seligem Ableiben Des ... Hn. Christoff Zilharts/ Beyder Rechten Doctors/ etc.: Welcher im neun und zwantzigsten Jahr seines A"
"25","Dach, Simon (#11852321X)","Christliches Denckmal Welches Der ... Frawen Ursulen/ gebornen Langerfeldinn/ Des ... Herrn Andreas Knoblochs/ Der ... Stadt Kneiphoff Königsberg ... Gerichtsverwandten/ nachgelassenen Wittwen: Welche im 40. Jahr ihres Alters 165"
"25","Dach, Simon (#11852321X)","Einfältige Leich-Reime: Der weiland Ehr vnd Tugendreichen Frawen Catharinen Pohlinn","1653","Gebrauchsliteratur::Gelegenheitsschrift:Tod; Lyrik"
"25","Dach, Simon (#11852321X)","Einfältiger Trost Bey Frühzeitigem aber seligem Abschied aus dieser Welt Der Weiland Viel Ehr- und Tugendreichen Jungfr. Reginen/ gebohrnen Friesinn: Welche 1653. 28. Hornung im 19. Jahr ihres Alters in hertzlicher Anruffung ihr"
"25","Dach, Simon (#11852321X)","Wahre Freyheit Oder Begräbniß-Reime/ Bey seligem Hintritt aus dieser dienstbaren Welt in die ewige Freyheit/ Des ... Hn. Heinrich Freytags Mitbürgers der löbl. Stadt Kneiphoff Königsberg: Welcher im 76. Jahr seines Alters ..."
"23","Dach, Simon (#11852321X)","Christlicher Lobspruch Dem weiland Ehrwürdigen/ VorAchtbarn und Wolgelarten H. M. Johanni Wehnern Wolverdienten Ertz-Priester zu Fischhausen/: welcher ... newlich den 17. Newjahrsmonat 1648. ... sanfft und selig im Herren eingesc"
"21","Dach, Simon (#11852321X)","Christliches Sterb-Liedchen Nach Anleitung des schönen Spruchs Pauli 1. Timoth. I. v. 15. bey seligem Hintritt aus dieser Welt Des ... Hn. Antonii Sartorii Der Christlichen Gemeine zu Caymen Wolverdienten Seelsorgers: Welcher das"
"20","Dach, Simon (#11852321X)","Letzte Ehren-Pflicht Dem ... Hn. M. Christian Kuhnen/ Der Christlichen Gemein auff dem Roßgarten Königsberg gewesenen trewen Seelsorger und PfarrHerrn: Die hochbetrübte Fraw Witwe Fraw Anna gebohrne Derschowinn in etwas zu trö"
"19","Dach, Simon (#11852321X)","Bey seligem Hintrit aus dieser Welt Des weiland Ehrnvesten/ Achtbarn und Kunstreichen H. Jochim Westphalen/ allhie in der löblichen Stadt Kneiphof wolbestalten Rahts-Apoteckern: Welcher/ Nach dem der sanfft im Herrn 1651. 25. Mey"
"19","Dach, Simon (#11852321X)","Lebens- und Todes-Kampff frommer Christen Nach anleitung des Leich-Texts aus der Offenb. Johan. 14. v. 13. Bey hochbetrauerlichem aber seligem Abschied aus dieser Welt Des Weiland Edlen/ GrosAchtbarn und Hochweisen Herrn Johann Kr"
"17","Dach, Simon (#11852321X)","Christliche Leich-Reime Welche Bey frühzeitigem wiewol seligem Ableiben Der ... Jungfrauen Elisabeth Des ... Kunstreichen Herrn Adam Flacken/ Bey der Thum-Kirchen und Schulen in Königsberg ... Cantoris ... Tochter: Welche/ als S"
"16","Dach, Simon (#11852321X)","Christliches Liebes-Zeichen Dem Ehrwürdigen/ Achtbarn und Wolgelahrten H. Johannes Birthen Trewfleissigen Seelsorgern der Christlichen Gemeine in Lamgarben ... Als er seinen lieben und wolgerahten Sohn Herrn Johannes Birthen Der"
"15","Dach, Simon (#11852321X)","Der wahren Christen rechter Wandel Aus der Epistel an die Phillipper 3. cap. v. 20. 21. Bey seeligem Abschied aus dieser Welt Der ... Fr. Gertrud Hertwichinn Des auch nunmehr Seel. Herrn Eberhards von Dühren etc. hinterlassenen W"
"14","Dach, Simon (#11852321X)","Unbeweglicher Trost beydes im Leben und Sterben Aus der Epistel an die Römer 5. v. 1.2. und aus dem 8. Cap. v. 38.39. genommen/ Und bey der Weyland WolEhrenVesten Vorachtbarn Nahmhafften und Wolweisen H. Heinrici Schultzen/ Der l"
"13","Dach, Simon (#11852321X)","TrostLiedchen Bey Seligem zwar aber hochbetrawrlichem Hintritt aus dieser Welt Der ... Frawen Catharinen/ gebohrnen Rehsinn/ Des ... Hn. Friedrich Pöppings ... Hertzlieben Frawen: Welche ... 1648. 28. Ostermonat eingeschlaffen/ U"
"11","Dach, Simon (#11852321X)","Bey sehr frühzeitigem und trawrigem Abschiede Des lieben und anmuhtigen Kindes Gertruden/ Des ... Herren Stephani Gorlovii/ Der Philosop. M. und der Morgenländischen Sprachen/ bey hiesiger hohen Schulen berühmten Prof. Publ. he"
"11","Dach, Simon (#11852321X)","Text des Liedes Auff Herrn Sigismund Scharffen Begräbniß","1652","Gebrauchsliteratur::Gelegenheitsschrift:Tod"
